brand_key,brand_name,classification,country_of_origin,notes,confirmed,suggested_by,first_seen_run,updated_at
skinfx,SkinFx,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
skininspired,SkinInspired,Unclassified,,,false,none,2026-09-09T2044Z,2026-09-09T20:44:39+00:00
skinq,SkinQ,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
skinside,SkinSide,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
skinvest,Skinvest,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
skuviz,Skuviz,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
slovic,Slovic,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T10:05:05+00:00
smartandhandsome,Smart and Handsome,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
sneira,Sneira,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
sogno,Sogno,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T10:05:05+00:00
sohrai,Sohrai,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T10:05:05+00:00
somanaturals,Soma Naturals,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
sotrue,Sotrue,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
soulstories,Soul Stories,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
sparkolite,Sparkolite,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
spekta,Spekta,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T10:05:05+00:00
sposito,Sposito,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
springh2o,Spring H2o,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
ssunsu,Ssunsu,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
stdvence,St. D'Vence,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
stbotanica,St.Botanica,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T10:05:05+00:00
staze,Staze,Unclassified,,,false,none,2026-09-09T2044Z,2026-09-09T20:44:39+00:00
sugandaskincare,Suganda Skincare,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T10:05:05+00:00
sunmd,SunMD,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
supskin,Supskin,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
suroskie,Suroskie,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
suyuindia,Suyu India,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T10:05:05+00:00
tac,TAC,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
take2,Take 2,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
tattvalogy,Tattvalogy,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
terrai,Terrai,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
thebarebar,The Bare Bar,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
thebeautyboxx,The Beauty boxx,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
thecrazybeard,The Crazy Beard,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
thegranules,The Granules,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
themancompany,The Man Company,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
thenailfactory,The Nail Factory,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
theoldnatural,The Old Natural,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
thepinkfoundry,The Pink Foundry,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
thesimplicist,The Simplicist,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
theskindietcompany,The Skin Diet Company,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
thetribeconcepts,The Tribe Concepts,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T10:05:05+00:00
thewellnessshop,The Wellness Shop,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
thevinegirl,TheVineGirl,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
thriveco,ThriveCo,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
tinttonic,Tint&Tonic,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
tlc365,TLC365,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T10:05:05+00:00
tlismi,Tlismi,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
tnwthenaturalwash,TNW The Natural Wash,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
totalroutineco,Total Routine Co,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
truhairskin,Tru Hair & Skin,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
truedune,Truedune,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
turmeriq,Turmeriq,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
tvishi,Tvishi,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T10:05:05+00:00
twentyseven,Twenty Seven,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
typebeauty,Type Beauty,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
u16,U16,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T10:05:05+00:00
underated,Underated,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
unfltrd,unfltrd,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
urbangabru,UrbanGabru,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
urbanmooch,Urbanmooch,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
vanauraorganics,Vanaura organics,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
vega,Vega,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
vembley,Vembley,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
veraku,Veraku,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
verymiss,Verymiss,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
viash,Viash,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
victoriassecret,Victoria's Secret,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
vitchic,Vit & Chic,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
vitalogy,Vitalogy,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
vitawave,Vitawave,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
vivaglam,Viva Glam,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
voiish,Voiish,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
wazdorf,Wazdorf,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
wbcworldbeautycare,WBC WorldBeautyCare,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
wellwith,Wellwith,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
whimsy,Whimsy,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
whitetone,White Tone,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
wildoak,Wild Oak,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
wildorganic,Wild Organic,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
wildflowernaturals,Wildflower Naturals,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
wildglow,Wildglow,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
wineglo,Wine Glo,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
wipness,Wipness,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
wishcare,WishCare,Unclassified,,,false,none,2026-09-09T2044Z,2026-09-09T20:44:39+00:00
wowletgifts,Wowlet Gifts,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
yuriwoori,Yuri Woori,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T10:05:05+00:00
zeelabpharmacy,Zeelab Pharmacy,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
zoivane,Zoivane,Unclassified,,,false,none,2026-09-09T2105Z,2026-09-10T00:43:50+00:00
